RECORDING_SESSION_LABEL	TRIAL_INDEX	DATA_FILE	EYE_REPORTED	EYE_TRACKED	GROUPING_VARIABLES	IA_AREA	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION_%	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_LAUNCH_X	IA_FIRST_RUN_LAUNCH_Y	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION_%	IA_FIXATION_COUNT	IA_FSA_COUNT_21	IA_FSA_COUNT_22	IA_FSA_COUNT_23	IA_FSA_COUNT_24	IA_FSA_DURATION_21	IA_FSA_DURATION_22	IA_FSA_DURATION_23	IA_FSA_DURATION_24	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION_%	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_LAUNCH_X	IA_LAST_RUN_LAUNCH_Y	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION_%	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_LAUNCH_X	IA_SECOND_RUN_LAUNCH_Y	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION_%	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_LAUNCH_X	IA_THIRD_RUN_LAUNCH_Y	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	SAMPLING_RATE	TIME_SCALE	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT	AG_Audio_LIST	AG_Loc	AG_VIDEO	Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	actor	bg_code	bg_name	block	calibration	condition	frame_rate	object	object_outcome	object_pos	object_pos_outcome	outcome	position	session	session_type	split_by	subject	subject_session	test_phase	trial_overall	trial_w_session	video_file_cue	video_file_outcome
Mailo_1	4	Mailo_1.edf	RIGHT	Right	actor	418000.00	4957.33	1080	9751	0.6946	false	.	464	3	.	.	2	766	0	588.40	487.20	1	4126	4957	0.1739	4	468.40	-1125.70	1245.70	251.70	766	11.64	-154.26	765	2	672	0.5217	12	0	1	1	5	0	247	505	5712	.	24	.	actor_left	1449	7	13760	336.50	576.90	1872	15208	0.0870	2	461.50	-879.20	999.20	745.60	13280	5.21	-136.05	13759	21	13703	120	0	0	5473.30	4609.90	.	0	0	1	2	1	2	10812	670	7	1067	1	1279	394.70	556.00	964	6928	0.0435	1	342.30	-712.10	832.10	685.30	5965	9751	0	.	.	2212	1	2360	361.40	501.60	915	9317	0.0870	2	454.60	-1582.80	1702.80	287.60	8361	320	RECTANGLE	[0, 24, 0, 24, 0, 24, 0, 24, 0, 22, 24, 23, 24, 22, 24, 0]	true	11022630	1	first_video	true	11006773	Fixations	1000.00	IP Relative	14039.00	23	4	Trial: 4	11003032	3	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	4	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	NCOM	30.3	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Mailo_1	4	Mailo_1.edf	RIGHT	Right	actor	122500.00	5327.72	355	6315	0.5378	false	.	738	2	.	.	2	317	0	972.50	133.40	1	738	1054	0.0556	1	187.50	-635.60	1420.60	221.60	317	7.48	161.25	316	2	259	0.3333	6	1	0	0	0	1397	0	0	0	.	21	.	upper_object	1627	5	12311	1045.50	119.80	1627	13937	0.0556	1	260.50	-398.70	1183.70	13.30	12311	2.44	-143.75	12310	17	12278	785	1	1	5476.60	5122.20	.	0	0	0	0	0	0	6315	1135	5	1108	2	1457	1013.20	111.40	1108	2564	0.0556	1	228.20	557.40	227.60	277.80	1457	6315	0	.	.	258	3	3673	1102.90	66.10	1655	5342	0.1111	2	317.90	-1043.40	1828.40	96.70	3673	5	RECTANGLE	[0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0]	true	11041725	2	outcome_video	true	11027012	Fixations	1000.00	IP Relative	11742.00	18	4	Trial: 4	11003032	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	4	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	NCOM	30.3	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Mailo_1	4	Mailo_1.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0]	true	11041725	2	outcome_video	true	11027012	Fixations	1000.00	IP Relative	11742.00	18	4	Trial: 4	11003032	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	4	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	NCOM	30.3	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Mailo_1	4	Mailo_1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	23	.	actor_right	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1250	0	0	.	.	.	.	.	.	.	.	.	.	1800	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0]	true	11041725	2	outcome_video	true	11027012	Fixations	1000.00	IP Relative	11742.00	18	4	Trial: 4	11003032	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	4	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	NCOM	30.3	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Mailo_1	4	Mailo_1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0]	true	11041725	2	outcome_video	true	11027012	Fixations	1000.00	IP Relative	11742.00	18	4	Trial: 4	11003032	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	4	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	NCOM	30.3	OBJ-7	OBJ-7	down	up	LOCATION	left	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	2	2	FIRST-TEST_A2_NCOM_UNTEN_LINKS_OBJ-7.mp4	OUTCOME_OBJ-7_OBEN.mp4
Mailo_1	5	Mailo_1.edf	RIGHT	Right	actor	122500.00	5095.45	355	717	0.0486	false	.	10	3	.	.	2	997	0	932.60	247.40	1	717	1721	0.1429	2	147.60	-692.70	1477.70	149.40	997	8.73	-166.55	996	2	910	0.1429	2	1	0	1	0	707	0	403	0	.	21	.	upper_object	707	1	1015	844.10	245.30	717	1721	0.1429	2	147.60	-692.70	1477.70	149.40	997	0.68	-179.43	1014	3	1007	785	1	1	5106.30	5084.60	.	0	0	0	0	0	0	717	1135	1	707	1	1015	844.10	245.30	.	.	.	.	.	.	.	.	.	717	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[0, 21, 23, 0, 23, 0, 23]	true	11073287	1	first_video	true	11057394	Fixations	1000.00	IP Relative	14748.00	14	4	Trial: 5	11044209	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	5	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-16	OBJ-16	down	down	NO	right	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Mailo_1	5	Mailo_1.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 21, 23, 0, 23, 0, 23]	true	11073287	1	first_video	true	11057394	Fixations	1000.00	IP Relative	14748.00	14	4	Trial: 5	11044209	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	5	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-16	OBJ-16	down	down	NO	right	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Mailo_1	5	Mailo_1.edf	RIGHT	Right	actor	418000.00	4632.65	1080	12164	0.8248	false	.	403	5	21	[21]	3	1802	1	1498.70	427.50	1	3933	5789	0.2857	4	248.70	405.90	844.10	245.30	1802	11.49	-21.66	1801	4	1722	0.5714	8	0	0	5	0	0	0	8825	0	.	23	.	actor_right	1616	3	14277	1543.40	484.60	1616	15893	0.0714	1	293.40	-554.30	1804.30	471.00	14277	4.38	-165.96	14276	13	13717	1250	0	0	4903.90	4404.80	.	0	0	0	0	0	0	12164	1800	3	378	1	2215	1544.80	444.70	6615	13029	0.2143	3	318.70	491.00	759.00	337.30	6365	12164	0	.	.	3117	1	2616	1579.50	501.70	1616	15893	0.0714	1	293.40	-554.30	1804.30	471.00	14277	320	RECTANGLE	[0, 21, 23, 0, 23, 0, 23]	true	11073287	1	first_video	true	11057394	Fixations	1000.00	IP Relative	14748.00	14	4	Trial: 5	11044209	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	5	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-16	OBJ-16	down	down	NO	right	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Mailo_1	5	Mailo_1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 21, 23, 0, 23, 0, 23]	true	11073287	1	first_video	true	11057394	Fixations	1000.00	IP Relative	14748.00	14	4	Trial: 5	11044209	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	5	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-16	OBJ-16	down	down	NO	right	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Mailo_1	5	Mailo_1.edf	RIGHT	Right	actor	122500.00	5291.90	355	22	0.0018	false	.	22	14	.	.	2	10469	0	1124.20	116.20	1	22	10490	0.0500	1	339.20	-563.60	1348.60	114.70	10469	2.97	179.53	10468	13	10432	0.0500	1	0	0	0	0	0	0	0	0	.	21	.	upper_object	22	1	10469	1124.20	116.20	22	10490	0.0500	1	339.20	-563.60	1348.60	114.70	10469	2.97	179.53	10468	13	10432	785	1	1	5291.90	5291.90	.	0	0	0	0	0	0	22	1135	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	22	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[0, 21, 0]	true	11092373	2	outcome_video	true	11077648	Fixations	1000.00	IP Relative	12419.00	20	4	Trial: 5	11044209	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	5	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-16	OBJ-16	down	down	NO	right	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Mailo_1	5	Mailo_1.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 21, 0]	true	11092373	2	outcome_video	true	11077648	Fixations	1000.00	IP Relative	12419.00	20	4	Trial: 5	11044209	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	5	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-16	OBJ-16	down	down	NO	right	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Mailo_1	5	Mailo_1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	23	.	actor_right	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1250	0	0	.	.	.	.	.	.	.	.	.	.	1800	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 21, 0]	true	11092373	2	outcome_video	true	11077648	Fixations	1000.00	IP Relative	12419.00	20	4	Trial: 5	11044209	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	5	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-16	OBJ-16	down	down	NO	right	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Mailo_1	5	Mailo_1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 21, 0]	true	11092373	2	outcome_video	true	11077648	Fixations	1000.00	IP Relative	12419.00	20	4	Trial: 5	11044209	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mailo_1	5	False	A2	(255, 255, 255, 255)	white	1	w_minion64.mp4	COM	30.3	OBJ-16	OBJ-16	down	down	NO	right	1	1	[2, 3]	subj.07	subj.07_1	FIRST-TEST	3	3	FIRST-TEST_A2_COM_UNTEN_RECHTS_OBJ-16.mp4	OUTCOME_OBJ-16_UNTEN.mp4
Mathild1	1	Mathild1.edf	RIGHT	Right	actor	122500.00	.	355	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	upper_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[0, 22, 23, 0, 23, 0, 22, 23, 0]	true	568103	1	first_video	true	552224	Fixations	1000.00	IP Relative	15340.00	14	4	Trial: 1	551051	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mathild1	1	False	A1	(255, 255, 255, 255)	white	0	w_fly64.mp4	NCOM	30.3	OBJ-17	OBJ-17	down	down	NO	right	1	1	[2, 3]	subj.09	subj.09_1	FIRST-PRETEST	1	1	FIRST-PRETEST_A1_NCOM_UNTEN_RECHTS_OBJ-17.mp4	OUTCOME_OBJ-17_UNTEN.mp4
Mathild1	1	Mathild1.edf	RIGHT	Right	actor	122500.00	5146.30	1075	2920	0.1904	false	.	201	3	.	.	2	190	0	1021.30	741.90	1	201	390	0.0714	1	236.30	-352.60	1137.60	721.90	190	1.60	-169.38	189	2	170	0.2143	3	0	1	2	0	0	2468	2788	0	.	22	.	lower_object	2468	2	5965	1051.00	774.90	2719	8432	0.1429	2	249.90	-334.10	1119.10	713.60	5702	0.62	-29.89	5964	10	5953	785	0	0	5563.30	4720.60	.	0	0	0	0	0	0	201	1135	2	251	2	5702	1034.90	778.70	2719	8432	0.1429	2	249.90	-334.10	1119.10	713.60	5702	201	0	433	.	2468	2	5965	1051.00	774.90	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 22, 23, 0, 23, 0, 22, 23, 0]	true	568103	1	first_video	true	552224	Fixations	1000.00	IP Relative	15340.00	14	4	Trial: 1	551051	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mathild1	1	False	A1	(255, 255, 255, 255)	white	0	w_fly64.mp4	NCOM	30.3	OBJ-17	OBJ-17	down	down	NO	right	1	1	[2, 3]	subj.09	subj.09_1	FIRST-PRETEST	1	1	FIRST-PRETEST_A1_NCOM_UNTEN_RECHTS_OBJ-17.mp4	OUTCOME_OBJ-17_UNTEN.mp4
Mathild1	1	Mathild1.edf	RIGHT	Right	actor	418000.00	4653.78	1080	6108	0.3982	false	.	433	4	22	[22]	3	458	1	1620.80	520.90	1	3090	3582	0.2143	3	370.80	228.70	1021.30	741.90	458	11.31	25.46	457	3	391	0.3571	5	0	0	2	0	0	0	2657	0	.	23	.	actor_right	2355	3	8504	1627.70	482.10	2355	10858	0.0714	1	377.70	199.00	1051.00	774.90	8504	10.16	31.21	8503	11	8433	1250	1	1	5258.50	4000.20	.	0	0	0	0	0	0	8827	1800	3	1507	1	909	1623.10	431.70	663	5345	0.0714	1	281.80	204.40	1045.60	688.10	4683	6108	0	.	.	1150	1	2433	1701.80	430.80	2355	10858	0.0714	1	377.70	199.00	1051.00	774.90	8504	320	RECTANGLE	[0, 22, 23, 0, 23, 0, 22, 23, 0]	true	568103	1	first_video	true	552224	Fixations	1000.00	IP Relative	15340.00	14	4	Trial: 1	551051	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mathild1	1	False	A1	(255, 255, 255, 255)	white	0	w_fly64.mp4	NCOM	30.3	OBJ-17	OBJ-17	down	down	NO	right	1	1	[2, 3]	subj.09	subj.09_1	FIRST-PRETEST	1	1	FIRST-PRETEST_A1_NCOM_UNTEN_RECHTS_OBJ-17.mp4	OUTCOME_OBJ-17_UNTEN.mp4
Mathild1	1	Mathild1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 22, 23, 0, 23, 0, 22, 23, 0]	true	568103	1	first_video	true	552224	Fixations	1000.00	IP Relative	15340.00	14	4	Trial: 1	551051	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mathild1	1	False	A1	(255, 255, 255, 255)	white	0	w_fly64.mp4	NCOM	30.3	OBJ-17	OBJ-17	down	down	NO	right	1	1	[2, 3]	subj.09	subj.09_1	FIRST-PRETEST	1	1	FIRST-PRETEST_A1_NCOM_UNTEN_RECHTS_OBJ-17.mp4	OUTCOME_OBJ-17_UNTEN.mp4
Mathild1	1	Mathild1.edf	RIGHT	Right	actor	122500.00	.	355	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	upper_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[22, 0]	true	587171	2	outcome_video	true	572459	Fixations	1000.00	IP Relative	14675.00	3	4	Trial: 1	551051	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Mathild1	1	False	A1	(255, 255, 255, 255)	white	0	w_fly64.mp4	NCOM	30.3	OBJ-17	OBJ-17	down	down	NO	right	1	1	[2, 3]	subj.09	subj.09_1	FIRST-PRETEST	1	1	FIRST-PRETEST_A1_NCOM_UNTEN_RECHTS_OBJ-17.mp4	OUTCOME_OBJ-17_UNTEN.mp4
